ID_prestamo;Monto actual del préstamo;Fechas;Término;Puntaje de crédito; Ingresos anuales ;Años en el trabajo;Garantía;Objetivo;Deuda Mensual;Años de Historial de Crédito;Meses desde el último moroso;Número de cuentas abiertas;Saldo de crédito actual;Quiebras;
A01N43/82;218680;29/6/2022;Short Term;735;$ 756.067;3 years;Own Home;Consolidación de la deuda;13420,27;32;26;9;149530;0;
A01N43/84;125070;28/4/2022;Long Term;698;;10+ years;Home Mortgage;Consolidación de la deuda;13885,2;15,4;NA;6;199899;0;
A01N43/86;343904;21/8/2022;Short Term;739;$ 1.206.595;4 years;Home Mortgage;Consolidación de la deuda;7772,52;8,4;NA;14;179930;0;
A01N43/88;276694;5/11/2022;Short Term;723;$ 663.803;1 year;Rent;Consolidación de la deuda;6029,65;18,5;13;9;106761;0;
A01N43/90;177386;6/3/2022;Short Term;738;$ 1.972.466;10+ years;Home Mortgage;Para hogar;16601,63;25,2;68;7;124146;1;
A01N43/92;157014;10/6/2022;Short Term;743;$ 2.365.158;8 years;Rent;Viaje;22863,27;22,2;14;14;175028;1;
A01N45/00;130900;12/7/2022;Short Term;750;$ 1.695.807;8 years;Home Mortgage;Consolidación de la deuda;11828,26;17;NA;15;175864;0;
A01N45/02;515130;16/5/2022;Long Term;676;$ 971.014;5 years;Rent;Consolidación de la deuda;24275,16;16,6;NA;10;679003;0;
A01N47/00;223916;29/5/2022;Short Term;687;;10+ years;Home Mortgage;Consolidación de la deuda;22238,93;32,5;60;23;167865;0;
A01N47/02;451616;21/7/2022;Short Term;733;$ 3.157.325;10+ years;Home Mortgage;Consolidación de la deuda;29205,28;24,1;62;8;945421;0;
A01N47/04;120868;8/5/2022;Short Term;687;;2 years;Rent;Consolidación de la deuda;8970,47;8,6;10;11;129789;0;
A01N47/06;204468;17/1/2022;Short Term;733;$ 3.175.755;1 year;Home Mortgage;Consolidación de la deuda;16990,37;22,9;33;10;17195;1;
A01N47/08;107756;7/3/2022;Short Term;728;$ 2.233.488;4 years;Rent;Consolidación de la deuda;30896,66;16,2;24;10;694773;0;
A01N47/10;283074;12/6/2022;Long Term;729;$ 1.435.811;1 year;Own Home;Consolidación de la deuda;5276,68;11,4;19;8;86944;0;
A01N47/12;240812;12/12/2022;Short Term;687;;6 years;Rent;Consolidación de la deuda;8843,36;16,5;43;6;159562;0;
A01N47/14;245982;5/9/2022;Short Term;716;$ 661.979;6 years;Own Home;Consolidación de la deuda;6730,18;13,1;NA;6;173679;0;
A01N47/16;404030;21/10/2022;Long Term;702;$ 1.744.713;5 years;Rent;Consolidación de la deuda;10759,13;15,1;59;12;242725;0;
A01N47/18;2500000;18/1/2022;Long Term;695;$ 1.594.005;5 years;Rent;Comprar vehículo;10307,88;19,5;54;5;20159;0;
A01N47/20;323268;9/10/2022;Short Term;689;;9 years;Home Mortgage;Consolidación de la deuda;28771,7;32,8;NA;12;349353;0;
A01N47/22;182072;23/8/2022;Short Term;695;$ 842.346;5 years;Rent;Consolidación de la deuda;13688,17;6,5;38;6;38114;0;
A01N47/24;669702;2/1/2022;Short Term;718;$ 2.660.551;5 years;Home Mortgage;Consolidación de la deuda;43455,47;8,7;NA;10;635534;0;
A01N47/26;539308;2/9/2022;Short Term;687;$ 1.358.462;10+ years;Home Mortgage;Consolidación de la deuda;22527,73;19,7;NA;24;316179;0;
A01N47/28;548130;9/1/2022;Long Term;654;;10+ years;Home Mortgage;Consolidación de la deuda;16107,82;16;21;12;214206;0;
A01N47/30;2500000;24/12/2022;Short Term;746;$ 1.724.307;10+ years;Own Home;Consolidación de la deuda;16955,79;27,6;50;7;476425;0;
A01N47/32;132022;5/12/2022;Short Term;738;$ 802.636;< 1 year;Rent;Consolidación de la deuda;9497,91;8,1;NA;7;108281;0;
A01N47/34;186626;6/6/2022;Short Term;658;;3 years;Home Mortgage;Consolidación de la deuda;16674,21;13,5;49;8;34998;0;
A01N47/36;430892;20/8/2022;Long Term;675;$ 1.451.315;10+ years;Home Mortgage;Consolidación de la deuda;19230,09;15,2;22;15;402534;0;
A01N47/38;318516;1/3/2022;Long Term;663;$ 1.480.461;< 1 year;Rent;Consolidación de la deuda;17518,57;14,1;NA;9;649572;0;
A01N47/40;559416;5/6/2022;Long Term;698;;6 years;Home Mortgage;Consolidación de la deuda;19951,52;9,3;21;13;168416;0;
A01N47/42;2500000;10/4/2022;Short Term;748;$ 1.158.924;10+ years;Home Mortgage;Consolidación de la deuda;16321,57;19,6;35;12;170905;0;
A01N47/44;2500000;25/6/2022;Long Term;739;$ 2.378.876;1 year;Home Mortgage;Consolidación de la deuda;29537,78;18;76;10;357998;0;
A01N47/46;2500000;11/6/2022;Short Term;737;$ 1.677.168;9 years;Home Mortgage;Consolidación de la deuda;21663,42;19,9;26;5;615429;0;
A01N47/48;129316;24/4/2022;Short Term;669;$ 1.580.078;10+ years;Home Mortgage;Otros;25939,56;15,9;NA;11;663936;0;
A01N49/00;768856;8/1/2022;Short Term;693;$ 1.328.005;3 years;Home Mortgage;Para hogar;11509,44;12,1;28;10;8531;0;
A01N51/00;472252;3/10/2022;Short Term;742;$ 2.932.688;7 years;Home Mortgage;Consolidación de la deuda;5767,64;13;NA;13;200450;0;
A01N53/00;191576;18/11/2022;Short Term;700;$ 700.758;10+ years;Rent;Consolidación de la deuda;19154,09;12,9;18;7;78223;0;
A01N55/00;518760;7/9/2022;Long Term;3 years;$ 896.040;10+ years;Rent;Consolidación de la deuda;20086,04;22,4;NA;9;266019;0;
A01N55/02;291016;14/9/2022;Long Term;660;$ 676.647;4 years;Home Mortgage;Consolidación de la deuda;9923,89;22,4;NA;10;245214;0;
A01N55/04;784014;18/8/2022;Short Term;706;$ 12.574.770;10+ years;Rent;major_purchase;31646,4;16,9;23;16;69825;0;
A01N55/06;223520;19/7/2022;Short Term;734;$ 926.592;7 years;Home Mortgage;Consolidación de la deuda;21543,34;15,4;NA;7;213180;0;
A01N55/08;526152;4/2/2022;Long Term;630;$ 1.685.091;< 1 year;Home Mortgage;Otros;12567,93;16;NA;9;252111;0;
A01N57/00;109296;3/8/2022;Short Term;741;;4 years;Home Mortgage;Consolidación de la deuda;11640,54;14,8;NA;7;295830;0;
A01N57/02;455906;21/1/2022;Long Term;720;$ 891.480;10+ years;Own Home;Consolidación de la deuda;16789,54;13,6;NA;7;375079;0;
A01N57/04;119284;26/3/2022;Short Term;714;$ 37.354;3 years;Rent;Consolidación de la deuda;7835,41;12,5;NA;5;141417;0;
A01N57/06;289344;9/7/2022;Long Term;650;;10+ years;Rent;Comprar vehículo;4228,83;19,5;9;6;75810;0;
A01N57/08;107250;20/8/2022;Short Term;750;$ 833.625;10+ years;Rent;Consolidación de la deuda;1743,82;12,5;NA;6;94715;0;
A01N57/10;2500000;6/12/2022;Short Term;738;$ 996.835;10+ years;Home Mortgage;Para hogar;12626,45;11,8;NA;8;94373;1;
A01N57/12;432432;14/1/2022;Short Term;725;$ 2.054.052;3 years;Rent;Consolidación de la deuda;46900,93;14,5;0;19;463619;0;
A01N57/14;107690;13/12/2022;Short Term;651;;4 years;Rent;Consolidación de la deuda;10926,9;10,8;20;11;26866;0;
A01N57/16;2500000;21/4/2022;Short Term;746;$ 1.906.688;10+ years;Rent;Consolidación de la deuda;15317,04;16,5;47;8;151639;0;
A01N57/18;223344;7/5/2022;Short Term;671;$ 1.253.772;3 years;Rent;Otros;26642,75;10,4;NA;22;340822;0;
A01N57/20;266794;8/4/2022;Long Term;651;;10+ years;Home Mortgage;Consolidación de la deuda;14545,07;27,4;17;15;163913;0;
A01N57/22;224598;1/11/2022;Short Term;725;$ 717.687;8 years;Rent;Consolidación de la deuda;10346,83;22,1;31;9;155363;1;
A01N57/24;205348;24/7/2022;Short Term;620;$ 544.217;3 years;Rent;Consolidación de la deuda;13424,07;9,4;49;13;103208;0;
A01N57/26;157366;20/11/2022;Short Term;3 years;$ 2.620.917;1 year;Home Mortgage;Consolidación de la deuda;24243,43;15;40;11;180842;0;
A01N57/28;153054;22/10/2022;Long Term;740;$ 1.938.646;10+ years;Home Mortgage;Consolidación de la deuda;4878,82;19,8;76;9;34390;0;
A01N57/30;179300;23/9/2022;Short Term;695;$ 1.258.218;3 years;Home Mortgage;Consolidación de la deuda;12162,66;14;29;13;84797;0;
A01N57/32;340230;17/8/2022;Short Term;686;$ 684.684;8 years;Rent;Consolidación de la deuda;9927,88;37;19;6;349999;NA;
A01N57/34;264242;7/2/2022;Long Term;744;$ 1.616.463;10+ years;Home Mortgage;Consolidación de la deuda;11503,74;25;NA;11;419539;0;
A01N57/36;32868;17/5/2022;Short Term;724;$ 624.359;5 years;Rent;Otros;8376,91;14,5;33;10;55157;0;
A01N59/00;95656;22/10/2022;Short Term;651;;5 years;Rent;Consolidación de la deuda;21957,73;15;6;8;17993;0;
A01N59/02;491986;20/6/2022;Long Term;704;$ 1.279.118;3 years;Home Mortgage;Consolidación de la deuda;20039,49;12,4;NA;8;346788;0;
A01N59/04;150898;1/12/2022;Short Term;714;$ 665.874;5 years;Rent;Consolidación de la deuda;3745,66;9,2;NA;8;120783;0;
A01N59/06;341506;12/10/2022;Short Term;655;;5 years;Home Mortgage;Otros;12453,55;10,8;NA;7;154299;0;
A01N59/08;2500000;13/5/2022;Short Term;740;$ 1.517.568;10+ years;Home Mortgage;Consolidación de la deuda;5020,56;19,2;66;7;254847;0;
A01N59/10;256740;26/10/2022;Short Term;689;$ 809.818;4 years;Rent;Consolidación de la deuda;23282,03;13;43;12;247874;0;
A01N59/12;646008;24/2/2022;Long Term;657;$ 2.789.580;2 years;Own Home;Para hogar;17411,6;21;NA;17;180937;1;
A01N59/14;2500000;15/10/2022;Long Term;670;$ 1.180.128;1 year;Rent;Consolidación de la deuda;9057,49;22,8;48;6;146984;0;
A01N59/16;286682;23/10/2022;Short Term;749;$ 1.428.420;6 years;Home Mortgage;Consolidación de la deuda;23366,58;21,8;NA;21;144286;0;
A01N59/18;43780;8/10/2022;Short Term;727;$ 850.820;< 1 year;Home Mortgage;Otros;11911,29;20,9;36;5;247532;0;
A01N59/20;162140;23/2/2022;Short Term;674;;2 years;Home Mortgage;Consolidación de la deuda;4648,16;12,4;NA;13;119586;0;
A01N59/22;246158;25/11/2022;Short Term;732;$ 1.352.876;10+ years;Home Mortgage;Para hogar;11950,43;14,6;NA;10;90953;0;
A01N59/24;217558;15/6/2022;Short Term;626;$ 939.455;10+ years;Home Mortgage;Otros;9551,11;19,1;38;10;182799;0;
A01N59/26;433224;6/1/2022;Long Term;3 years;$ 998.982;10+ years;Home Mortgage;Consolidación de la deuda;14068,93;31;47;13;266361;0;
A01N61/00;227458;10/7/2022;Short Term;647;$ 654.835;6 years;Rent;Consolidación de la deuda;10477,17;5,7;30;4;60211;0;
A01N61/02;2500000;24/3/2022;Long Term;736;$ 1.099.302;7 years;Home Mortgage;Consolidación de la deuda;19146,11;16,5;NA;23;330125;0;
A01N63/00;2500000;22/11/2022;Short Term;735;$ 1.101.202;< 1 year;Home Mortgage;Consolidación de la deuda;12654,57;18,5;NA;12;383743;0;
A01N63/10;222618;11/11/2022;Short Term;674;;3 years;Home Mortgage;Consolidación de la deuda;12497,06;17,5;NA;5;271890;0;
A01N63/12;64372;25/7/2022;Short Term;721;$ 389.139;3 years;Rent;Consolidación de la deuda;8042,32;6,4;NA;5;66576;0;
A01N63/14;434104;18/12/2022;Short Term;674;;3 years;Rent;Consolidación de la deuda;19682,67;18,6;11;8;139612;0;
A01N63/16;175164;15/3/2022;Short Term;748;$ 850.991;2 years;Home Mortgage;Consolidación de la deuda;9928,07;7,1;NA;9;139574;0;
A01N63/20;32340;14/7/2022;Short Term;674;;9 years;Rent;Otros;2774,19;15,6;24;18;19228;0;
A01N63/22;754292;13/2/2022;Short Term;705;$ 3.182.728;4 years;Home Mortgage;Consolidación de la deuda;55962,79;30;NA;24;1647756;0;
A01N63/23;2500000;7/6/2022;Short Term;735;$ 572.679;7 years;Home Mortgage;Consolidación de la deuda;5635,84;9,2;NA;10;161842;0;
A01N63/25;330792;11/2/2022;Short Term;749;$ 1.123.698;9 years;Home Mortgage;Consolidación de la deuda;13952,46;18,5;47;12;201856;0;
A01N63/27;448096;26/9/2022;Short Term;674;;2 years;Own Home;Para hogar;19452,77;15,6;NA;14;166801;0;
A01N63/28;654852;23/5/2022;Long Term;687;;5 years;Rent;Consolidación de la deuda;32156,55;20,6;NA;9;842479;0;
A01N63/30;306746;1/3/2022;Short Term;714;$ 1.892.134;3 years;Home Mortgage;Otros;34373,66;13,4;21;21;629508;0;
A01N63/32;759308;20/4/2022;Long Term;692;$ 2.641.760;10+ years;Home Mortgage;Consolidación de la deuda;18954,78;32,2;21;9;463999;0;
A01N63/34;261536;16/8/2022;Long Term;722;$ 1.223.524;3 years;Home Mortgage;Consolidación de la deuda;37826,91;19,5;35;16;337516;0;
A01N63/36;143022;17/11/2022;Short Term;691;$ 1.678.023;3 years;Rent;Consolidación de la deuda;17619,27;13,2;28;10;81434;0;
A01N63/38;626604;20/1/2022;Short Term;687;;8 years;Home Mortgage;Otros;16121,88;10,5;NA;7;2679;0;
A01N63/40;2500000;28/2/2022;Short Term;731;$ 789.355;2 years;Rent;Consolidación de la deuda;11182,64;8,6;NA;6;140467;0;
A01N63/50;528154;1/6/2022;Long Term;708;$ 1.662.994;2 years;Rent;Consolidación de la deuda;21203,24;10,7;17;22;413801;0;
A01N63/60;260480;9/4/2022;Long Term;683;$ 669.275;10+ years;Home Mortgage;Para hogar;2922,58;21,6;NA;5;43586;1;
A01N65/00;407088;30/1/2022;Long Term;684;$ 890.777;7 years;Rent;Consolidación de la deuda;24125,06;19,1;NA;11;554230;0;
A01N65/03;324258;13/12/2022;Short Term;698;;5 years;Rent;Consolidación de la deuda;7193,97;5,2;NA;3;228532;0;
A01N65/04;301356;15/11/2022;Short Term;677;$ 1.067.306;1 year;Rent;Consolidación de la deuda;28728;12,9;81;12;404320;0;
A01N65/06;150194;29/5/2022;Short Term;691;$ 3.428.189;3 years;Rent;Consolidación de la deuda;30282,39;15,9;NA;9;236949;0;
A01N65/08;2500000;29/9/2022;Short Term;749;$ 2.313.972;9 years;Home Mortgage;VIaje (pequeño);31817,21;20,4;NA;8;102524;0;
A01N65/10;438592;22/10/2022;Short Term;715;$ 2.272.704;3 years;Home Mortgage;Consolidación de la deuda;18655,15;11,5;NA;18;237443;0;
A01N65/12;175648;31/1/2022;Short Term;749;$ 1.782.428;2 years;Rent;Consolidación de la deuda;18418,41;17,1;18;13;188499;1;
A01N65/14;167596;10/2/2022;Short Term;706;$ 691.049;3 years;Rent;Consolidación de la deuda;6564,88;6,5;NA;11;110979;0;
A01N65/16;267476;5/7/2022;Short Term;750;$ 1.925.080;6 years;Rent;Consolidación de la deuda;14534,43;20,5;NA;19;311486;0;
A01N65/18;69542;5/3/2022;Short Term;751;$ 1.125.978;3 years;Home Mortgage;Para hogar;22350,65;18,1;NA;11;306850;0;
A01N65/20;610786;4/10/2022;Long Term;633;$ 1.821.910;10+ years;Own Home;Consolidación de la deuda;20800,06;15,5;31;12;280744;0;
A01N65/22;751696;13/7/2022;Long Term;587;;4 years;Home Mortgage;Consolidación de la deuda;20254,95;18;20;15;191482;0;
A01N65/24;268752;25/12/2022;Short Term;749;$ 1.005.784;3 years;Rent;Consolidación de la deuda;12572,3;18,5;NA;9;365807;0;
A01N65/26;723294;24/1/2022;Long Term;703;$ 1.729.836;10+ years;Home Mortgage;Consolidación de la deuda;31857,87;26,2;61;18;532988;0;
A01N65/28;172370;8/8/2022;Short Term;744;$ 1.138.841;2 years;Home Mortgage;Consolidación de la deuda;19550,24;8,8;NA;11;388778;0;
A01N65/30;261096;24/5/2022;Short Term;733;$ 1.014.714;10+ years;Home Mortgage;Consolidación de la deuda;9724,39;19,1;23;8;101080;0;
A01N65/32;85294;25/4/2022;Short Term;721;$ 519.669;3 years;Home Mortgage;Consolidación de la deuda;3364,9;31,7;NA;5;68609;1;
A01N65/34;433268;7/7/2022;Short Term;746;$ 972.876;10+ years;Own Home;Otros;745,94;15,6;31;7;52782;0;
A01N65/36;2500000;29/10/2022;Short Term;730;$ 618.146;4 years;Home Mortgage;Otros;9993,43;16,5;78;7;174686;0;
A01N65/38;179894;5/11/2022;Short Term;587;;8 years;Rent;Comprar vehículo;13891,66;14,2;NA;13;218937;0;
A01N65/385;170324;29/4/2022;Short Term;720;$ 1.037.267;10+ years;Rent;Consolidación de la deuda;5454,33;32,1;43;3;182077;0;
A01N65/40;2500000;16/3/2022;Short Term;723;$ 1.513.464;10+ years;Home Mortgage;Consolidación de la deuda;4716,94;25,3;NA;6;206701;0;
A01N65/42;651750;10/5/2022;Long Term;702;$ 2.720.572;8 years;Home Mortgage;Consolidación de la deuda;50783,96;23,8;NA;25;775029;0;
A01N65/44;241868;20/6/2022;Long Term;715;$ 876.565;10+ years;Rent;Consolidación de la deuda;4455,88;9,8;NA;6;172482;2;
A01N65/46;2500000;7/5/2022;Short Term;715;$ 1.419.794;4 years;Home Mortgage;Consolidación de la deuda;17037,49;31,4;19;7;370158;0;
A01N65/48;224818;27/4/2022;Short Term;739;$ 970.805;7 years;Rent;Consolidación de la deuda;18445,39;18,8;27;7;183426;0;
A01N2300/00;2500000;2/6/2022;Short Term;729;$ 961.077;8 years;Rent;Consolidación de la deuda;22825,46;17,9;43;17;367023;0;
A01P;429748;18/8/2022;Long Term;738;$ 2.115.536;10+ years;Home Mortgage;Consolidación de la deuda;46365,32;33,1;50;18;203661;0;
A01P1/00;453640;28/4/2022;Long Term;710;$ 1.455.172;< 1 year;Home Mortgage;Otros;31650,01;20;NA;6;245195;0;
A01P3/00;434412;31/1/2022;Short Term;598;;3 years;Rent;Consolidación de la deuda;34084,48;20,8;2;6;296989;0;
A01P5/00;286110;1/10/2022;Short Term;720;$ 842.346;5 years;Rent;Consolidación de la deuda;9757,26;20,5;70;7;67051;1;
A01P7/00;434632;5/6/2022;Long Term;587;;10+ years;Rent;Consolidación de la deuda;14539,18;14,1;67;16;146737;1;
A01P7/02;217822;15/3/2022;Short Term;589;;6 years;Home Mortgage;Consolidación de la deuda;16930,9;12,6;NA;11;138548;0;
A01P7/04;435732;28/7/2022;Short Term;747;$ 1.787.501;4 years;Rent;Consolidación de la deuda;23982,18;11;NA;7;382489;0;
A01P9/00;111650;15/5/2022;Short Term;664;$ 925.680;< 1 year;Rent;Otros;17665,06;15,9;34;8;340936;0;
A01P11/00;130262;10/2/2022;Short Term;685;$ 2.263.859;< 1 year;Rent;Consolidación de la deuda;17243,07;19,1;2;14;144875;0;
A01P13/00;228492;29/6/2022;Short Term;719;$ 1.586.101;1 year;Rent;Para hogar;11565,3;7;NA;7;72428;0;
A01P13/02;222772;14/8/2022;Short Term;747;$ 1.000.445;3 years;Rent;Consolidación de la deuda;25594,71;13,8;NA;16;152494;0;
A01P15/00;2500000;25/4/2022;Short Term;751;$ 91.492.697;10+ years;Home Mortgage;Para hogar;485,26;13;NA;7;1292;0;
A01P17/00;463716;15/10/2022;Short Term;751;$ 2.879.621;10+ years;Home Mortgage;Consolidación de la deuda;30475,81;17;33;9;662112;0;
A01P19/00;64988;3/12/2022;Short Term;751;$ 4.266.545;2 years;Rent;Otros;4396,98;16;74;4;10260;0;
A01P21/00;2500000;12/3/2022;Short Term;734;$ 21.358.329;10+ years;Home Mortgage;Consolidación de la deuda;24449,96;16,9;NA;8;283271;0;
A01P23/00;2500000;9/10/2022;Short Term;743;$ 1.252.005;5 years;Rent;Consolidación de la deuda;8597,12;11;35;8;198037;0;
A21;110088;3/7/2022;Short Term;748;$ 998.298;2 years;Home Mortgage;Consolidación de la deuda;10898,21;15,7;NA;18;119966;0;
A21B;464772;22/9/2022;Short Term;654;$ 1.968.742;10+ years;Home Mortgage;Facturas médicas;48726,45;15;66;10;820667;0;
A21B1/00;44506;12/12/2022;Short Term;730;$ 1.153.338;10+ years;Home Mortgage;Facturas médicas;14993,47;15,2;NA;11;144115;1;
A21B1/02;222970;12/3/2022;Short Term;748;$ 558.220;< 1 year;Home Mortgage;Otros;1041,96;47;NA;7;52972;0;
A21B1/04;222024;23/4/2022;Short Term;745;$ 1.218.945;< 1 year;Own Home;Consolidación de la deuda;9700,83;21;NA;8;99256;0;
A21B1/06;2500000;21/10/2022;Long Term;694;$ 55.622.035;5 years;Rent;Consolidación de la deuda;11306,14;27,3;NA;13;177004;0;
A21B1/08;224422;13/12/2022;Short Term;657;$ 1.717.136;10+ years;Own Home;Consolidación de la deuda;12788,71;21,7;NA;6;96710;0;
A21B1/10;225016;11/1/2022;Short Term;738;$ 1.263.158;10+ years;Home Mortgage;Para hogar;7273,58;10,2;NA;8;233833;0;
A21B1/14;782100;5/12/2022;Short Term;741;$ 1.929.830;10+ years;Own Home;Consolidación de la deuda;25248,53;11;NA;9;419957;0;
A21B1/145;435204;15/9/2022;Long Term;745;$ 1.117.808;10+ years;Home Mortgage;Consolidación de la deuda;18182,05;25,1;14;8;298851;0;
A21B1/22;356532;7/9/2022;Long Term;762;$ 1.150.906;10+ years;Home Mortgage;Consolidación de la deuda;22629;17,1;NA;19;47234;0;
A21B1/24;568832;16/12/2022;Long Term;693;$ 1.184.004;10+ years;Home Mortgage;Consolidación de la deuda;22002,95;22,3;40;14;376200;0;
A21B1/245;273174;11/11/2022;Long Term;640;$ 1.217.102;4 years;Home Mortgage;Para hogar;15213,68;13,5;70;11;131290;0;
A21B1/26;2500000;18/1/2022;Short Term;746;$ 1.652.278;3 years;Rent;Consolidación de la deuda;15421,35;9,4;NA;8;279528;0;
A21B1/28;2500000;23/8/2022;Short Term;720;$ 1.892.210;3 years;Home Mortgage;Consolidación de la deuda;28698,55;11,3;23;8;132601;0;
A21B1/33;176924;14/2/2022;Short Term;745;$ 275.044;3 years;Rent;Facturas médicas;286,52;10,5;NA;3;7030;0;
A21B1/36;349250;24/9/2022;Long Term;699;$ 1.025.164;2 years;Own Home;Consolidación de la deuda;24005,93;13;NA;17;231762;0;
A21B1/40;273966;16/9/2022;Short Term;758;$ 971.926;10+ years;Home Mortgage;Consolidación de la deuda;23981,8;15,4;26;16;384902;0;
A21B1/42;263978;18/7/2022;Short Term;782;$ 861.213;7 years;Rent;Consolidación de la deuda;12139,86;10;80;10;37145;1;
A21B1/44;2500000;18/6/2022;Short Term;740;$ 750.500;6 years;Rent;Consolidación de la deuda;13696,72;14,7;NA;12;91561;0;
A21B1/46;217910;3/3/2022;Short Term;733;$ 639.787;4 years;Rent;Facturas médicas;12049,42;33,5;NA;8;342741;0;
A21B1/48;255002;15/2/2022;Short Term;747;$ 700.074;5 years;Own Home;Otros;16918,55;45,6;10;11;201894;0;
A21B1/50;134530;26/11/2022;Short Term;710;$ 348.536;7 years;Rent;Consolidación de la deuda;8045,36;8,9;20;15;133342;0;
A21B1/52;449988;22/1/2022;Short Term;723;$ 1.981.985;3 years;Rent;Consolidación de la deuda;38648,85;28,2;NA;6;731424;0;
A21B2/00;2500000;29/5/2022;Long Term;727;$ 784.358;5 years;Rent;Consolidación de la deuda;12288,25;11,3;45;10;138092;0;
A21B3/00;337106;5/5/2022;Long Term;741;$ 970.425;2 years;Own Home;Consolidación de la deuda;20864,09;10,4;NA;11;261440;0;
A21B3/003;315106;10/12/2022;Short Term;800;$ 1.022.903;3 years;Rent;Consolidación de la deuda;22248,24;19,9;NA;5;871739;0;
A21B3/006;313918;25/2/2022;Short Term;741;$ 1.075.381;4 years;Rent;Consolidación de la deuda;21478,93;9;NA;8;146927;0;
A21B3/02;163538;4/2/2022;Short Term;724;$ 2.670.963;2 years;Rent;Consolidación de la deuda;46741,9;20,7;28;17;148960;0;
A21B3/04;390544;6/12/2022;Short Term;752;$ 4.266.545;10+ years;Home Mortgage;Otros;15502,29;14,5;NA;6;57551;0;
A21B3/07;2500000;10/12/2022;Short Term;647;$ 36.679.478;6 years;Home Mortgage;Consolidación de la deuda;21913,46;21,6;38;7;281637;0;
A21B3/10;635898;7/3/2022;Short Term;685;$ 2.907.589;5 years;Home Mortgage;Consolidación de la deuda;51053,76;30,5;29;23;1610231;0;
A21B3/13;215446;22/4/2022;Short Term;747;$ 1.860.670;7 years;Home Mortgage;Para hogar;28220,13;18,8;NA;9;788367;0;
A21B3/131;328768;2/7/2022;Short Term;739;$ 712.614;3 years;Rent;Consolidación de la deuda;4138,96;15,2;NA;7;138909;0;
A21B3/132;145816;31/10/2022;Short Term;750;$ 1.240.187;10+ years;Home Mortgage;Para hogar;18809,43;21,4;NA;7;82137;0;
